index,prcp1,prcp2,prcp3,prcp4,prcp5,prcp6,prcp7,prcp8,evi1,evi2,evi3,evi4,evi5,evi6,evi7,evi8,lai1,lai2,lai3,lai4,lai5,lai6,lai7,lai8,fpar1,fpar2,fpar3,fpar4,fpar5,fpar6,fpar7,fpar8,lst_d1,lst_d2,lst_d3,lst_d4,lst_d5,lst_d6,lst_d7,lst_d8,lst_n1,lst_n2,lst_n3,lst_n4,lst_n5,lst_n6,lst_n7,lst_n8,dayl1,dayl2,dayl3,dayl4,dayl5,dayl6,dayl7,dayl8,srad1,srad2,srad3,srad4,srad5,srad6,srad7,srad8,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,ssm1,ssm2,ssm3,ssm4,ssm5,ssm6,ssm7,ssm8,bulk,sand,silt,clay,cec,ph,n,yield,state,county,year
12,80.01024096,120.8303613,143.6453013,124.3745788,136.9602411,69.93614434,129.9119279,28.28614458,0.3023012,0.323423895,0.440154777,0.558289342,0.46144295,0.393771763,0.245401578,0.195401748,9.724263626,10.27369272,18.84256263,23.3620454,20.5271657,15.43864256,6.695839182,4.593535148,42.33118875,43.16850835,59.98463822,65.17660543,62.16366058,59.47351542,37.92472986,35.29440782,15123.78997,15120.16444,15105.3496,15089.36319,15010.80937,15018.69334,14797.65657,14417.41388,14397.69022,14556.65659,14680.31291,14709.67692,14545.01677,14468.29913,14165.39183,13891.84561,48724.7911,50962.67129,51321.82588,49652.10152,46587.01865,42934.11369,39322.98125,36404.49329,395.9606149,383.7814117,381.3507648,378.5303565,374.6775212,360.5531107,300.8373188,264.2680631,25.89082809,28.77724406,30.98256542,31.9560925,28.92014022,28.17688213,22.93874442,17.231333,12.60415797,16.75876566,19.70550271,20.60102991,17.70097335,15.58505535,9.748026295,3.455865932,21.24604602,20.87007334,21.1359364,22.27181022,21.438612,21.29600259,21.88891388,22.66711329,156.8195749,153.7869476,526.1639887,318.4900777,115.3419189,52.61882284,1108.12042,1080,alabama,lauderdale,2017
13,100.275996,113.582585,177.4032709,130.9586307,101.2022388,95.28626305,125.0254023,31.67965945,0.293927036,0.328031987,0.440632785,0.529094915,0.438075565,0.369578689,0.247638079,0.200563149,10.52748174,10.72732469,17.75132271,20.65804458,19.41752588,15.15526913,7.247255555,4.618799061,44.10502185,43.03128455,57.46183813,61.38885729,61.75227236,58.61129774,39.26370255,34.90566432,15091.87818,15084.65985,15055.49507,15073.33402,14996.17224,15023.37873,14849.70712,14467.9526,14373.94633,14554.8796,14649.75243,14697.85148,14544.54805,14485.72916,14226.98642,13913.5993,48681.96769,50901.78685,51257.98236,49601.8687,46560.96593,42936.14991,39352.84684,36457.49587,391.1532009,380.0677254,379.5712549,378.2710906,372.3135018,357.1934971,302.4554582,266.0079438,25.92224943,28.57969368,30.68207717,31.6647327,28.81324407,27.88174896,22.93319246,17.18600617,12.98229468,17.11020308,19.92751129,20.8157048,17.9438456,15.84147473,10.19445211,3.759311277,20.75094417,20.64578321,20.45595689,20.14886665,20.22977154,18.71162658,20.33119091,22.40921697,157.5063196,172.5668356,503.0475076,324.3804459,120.2633577,53.69552466,1122.498732,1013,alabama,lawrence,2017
14,106.4330346,114.6456903,202.2590062,164.3504458,87.29594109,82.90124187,131.5259942,26.92294387,0.312409454,0.331306034,0.421384124,0.525910954,0.458686811,0.359800673,0.252324574,0.200369448,10.882244,10.79447725,15.97571913,21.15925628,19.00831241,14.88094283,7.61109502,4.635434272,46.20100866,44.65907444,55.81636963,64.56508784,61.48022827,59.41735408,42.81604619,36.44627789,15122.25211,15085.22846,15098.91091,15103.72468,15016.26902,15008.11543,14840.80961,14485.08169,14390.59514,14549.68366,14648.12231,14700.29269,14568.37217,14499.44747,14224.95693,13895.65347,48714.37684,50947.86472,51306.29995,49639.8857,46580.68297,42934.60893,39330.24428,36417.38271,390.3636938,383.4946039,380.6174931,383.228625,376.2153872,359.4009173,303.7970579,264.7835846,25.99827153,28.67264862,30.73933895,31.68619448,28.78812286,27.83834771,22.94326162,17.10289313,13.01445129,17.17239321,19.9345325,20.81812877,17.80587393,15.63730483,10.04470252,3.616826673,21.07029575,21.14147225,21.57420277,21.95046774,20.99050784,19.54500597,20.85961621,22.83360229,156.9544972,157.1112211,512.8229438,328.8824399,116.2335992,52.75970963,1102.092336,1021,alabama,limestone,2017
15,121.8636657,138.6911268,204.9549183,237.8709179,74.62139024,81.9967036,139.1309914,28.03505959,0.305515586,0.334630683,0.395848061,0.510020916,0.458044802,0.377975754,0.264854437,0.196203427,10.54025133,10.46337005,15.30000984,21.14636356,19.49056632,16.42718194,8.463439548,4.425967008,44.95871419,43.41558297,54.80460434,64.22625037,61.75625569,62.7698626,45.71298712,35.41630187,15097.53112,15055.28556,15101.28199,15115.26193,15017.98608,15013.003,14822.64494,14484.70543,14381.83036,14538.78245,14637.34493,14674.44013,14530.15709,14467.30221,14193.89254,13885.24677,48736.92739,50979.93006,51339.92499,49666.33977,46594.40143,42933.53686,39314.51825,36389.46985,390.4054677,385.0573957,381.11158,376.7625186,374.438024,363.2428758,301.3902679,262.241292,25.83751082,28.38816768,30.36653239,31.34452203,28.46227914,27.46236786,22.62315977,16.7153093,12.71359598,16.67455348,19.35132396,20.3860797,17.43677154,15.18474408,9.661862857,3.329085281,21.14379454,21.76795928,22.09081368,22.20201581,21.38924739,20.07138668,20.95927833,23.03643622,155.1973715,141.9984804,531.0474922,325.0187993,110.6742392,53.42962635,1172.02946,999,alabama,madison,2017
16,258.2700295,223.3344711,372.3467108,231.4591029,193.2709641,196.3464683,220.9821255,13.22808744,0.302982436,0.28108176,0.30756417,0.347304007,0.397331453,0.427886455,0.337970856,0.29617831,13.25482912,11.3894402,13.67397574,18.4579341,19.42395761,19.60084021,14.03119729,9.001225217,48.23428331,42.47786909,46.66646808,55.23144179,58.17284415,64.42101353,57.99168193,50.33738398,15153.50966,15133.47773,15082.60573,15142.76575,15068.21203,15037.45699,14909.33771,14703.45842,14473.76191,14632.73985,14710.4863,14753.30423,14712.00353,14661.89372,14399.13737,14147.28456,47884.55412,49771.04935,50072.87158,48667.39657,46075.01631,42974.16014,39909.7222,37443.08724,403.9457083,329.337371,345.0283522,347.2170559,361.5986457,344.0530243,319.9561823,294.8551384,27.70461925,29.17977581,31.13482017,31.97910194,31.30871348,30.48429459,26.19719856,21.17613968,15.9396687,20.38332313,22.62639646,23.08386836,21.93656899,20.15029954,15.24304854,8.931748934,12.16634616,19.62121884,23.05040218,23.47440242,21.50120448,17.96896023,21.42005688,19.24863361,154.7782849,525.5982302,258.2552387,214.9658556,89.01170842,52.77384497,2642.19317,1012,alabama,mobile,2017
17,178.7997833,262.4502474,332.0783279,222.3126512,126.2992607,103.1907131,117.467034,33.21326667,0.305296314,0.268156437,0.297941718,0.413455217,0.433025359,0.433561929,0.313632649,0.273846965,12.12198919,10.18918135,14.01533991,20.18312354,23.01561398,20.63758304,13.17098836,8.426154219,44.29457887,38.10750001,46.88902803,58.38319507,65.44726516,67.10556022,56.40245133,48.02830545,15098.01656,15042.4472,15075.20061,15089.07019,14958.65012,15010.82508,14839.34527,14625.09858,14453.74173,14532.60699,14713.31983,14716.78781,14613.91871,14598.54755,14367.04361,14121.44456,48035.16011,49984.19414,50296.1828,48843.76084,46166.91194,42966.96706,39804.43942,37257.13089,406.6009318,335.3074655,361.0448018,366.0604355,373.6198774,369.0136291,321.7750948,288.7971025,27.96874059,29.15825079,31.22570831,31.96240838,30.57915451,29.92345544,25.36305578,20.08058086,13.93258743,18.72691746,21.19112495,21.90905184,20.44019814,18.37195162,13.22927307,6.632299811,9.091348838,18.09723193,20.68561904,19.74244359,19.78474268,18.11008172,20.5822557,19.84014435,158.8905472,472.6068811,271.5817792,255.8114655,94.3669376,52.67067932,1026.932514,911,alabama,monroe,2017
18,141.6591578,192.042567,262.575852,97.12504902,64.94280041,94.17489308,144.7517395,31.24158254,0.349841477,0.356172903,0.398723161,0.441430043,0.379341776,0.364998456,0.277174313,0.220411559,16.62238388,15.54961142,21.40901423,26.53864567,22.56281129,19.71670699,12.80846421,7.949784601,52.52689071,48.15600292,57.05274337,65.13862009,61.91929201,63.57930054,54.1294496,45.43558379,15082.36192,15035.45409,15074.89623,15066.0988,14980.10993,15056.31075,14817.88081,14483.66196,14417.25496,14552.28993,14690.40017,14743.11617,14592.83324,14547.06614,14249.12263,13961.95359,48418.40691,50527.43657,50865.50553,49292.81611,46400.52022,42948.69172,39536.74645,36783.53766,398.1245016,345.7204751,376.4443455,375.3474289,380.5252664,364.4519041,312.4778585,273.7772042,27.74998093,29.16942564,31.43228954,32.49438052,30.34655628,29.30215763,24.39901698,18.61335576,13.40335086,18.09318568,20.59556768,21.55030335,19.20403339,16.95739853,11.35848069,4.760823662,16.48747134,21.19540834,22.98386892,22.88899868,21.14261672,19.89480453,21.32887574,21.37616196,155.6005933,261.6193406,431.3676524,289.136786,104.2783223,52.9654817,980.8787156,820,alabama,shelby,2017
19,140.5698241,82.28778782,163.0392905,175.1472385,128.3267445,26.36656493,58.73476572,20.52318912,0.206209472,0.275037695,0.459106423,0.544228108,0.394760342,0.324971579,0.20285391,0.15463069,5.260973909,7.630043608,16.3478389,19.50950778,14.03825227,9.804428927,4.665309234,3.014583611,27.26801077,34.5021231,54.8281296,61.55517998,53.11476902,46.45454245,30.34178331,25.82077596,14936.47015,14974.95813,15000.44964,15047.34627,15058.18156,15158.04132,14953.49783,14558.04619,14389.21073,14550.37,14725.27477,14740.72524,14639.89972,14581.32363,14242.32342,13965.32273,48390.75474,50488.19844,50824.37513,49260.40241,46383.67609,42950.00902,39556.05074,36817.72794,393.9877373,371.6175737,386.1328958,378.185425,362.6128237,379.9729113,310.9754938,266.3130699,26.71078827,28.89632773,31.83802381,32.92173848,30.60050326,30.46693047,25.34880134,19.49577914,14.42466029,18.5142682,21.53145068,22.38636803,20.33840723,17.51761015,11.36029709,6.063457961,21.12645229,20.73763744,18.48252857,16.15001502,21.84560313,15.74795276,12.89950116,15.08962071,164.6861885,74.15780181,507.0902284,417.8549235,238.5033284,60.49330384,1151.456454,1133,arkansas,ashley,2017
20,130.6786366,102.4620509,151.5610473,170.6987481,134.6463184,28.77552962,68.59592796,20.74413662,0.193857417,0.271443131,0.461936458,0.550097422,0.405718976,0.308442017,0.194357503,0.154042561,5.086319056,7.456300831,15.81333332,19.47137042,15.07541799,9.33299923,4.553705463,3.407594078,26.4168897,33.93104683,54.04057369,62.45866181,55.57776875,44.41305651,29.19231441,27.52974898,14996.12204,15049.53508,15008.96955,15040.3738,15076.41957,15162.81315,14911.0273,14592.13726,14427.86593,14607.91853,14730.51228,14745.73416,14631.5101,14604.39853,14311.55467,14023.92512,48407.07921,50511.36373,50848.65797,49279.53837,46393.61982,42949.23137,39544.65469,36797.54285,393.2637578,369.9064009,382.1334452,379.5715489,364.9284618,378.0886734,308.6029166,264.939992,26.58002573,28.82693105,31.57984821,32.65125097,30.4708307,30.3298015,25.18292607,19.25238488,14.73264408,18.67563112,21.54156244,22.37352519,20.30043749,17.6489674,11.52119068,6.222551382,21.39717831,21.77425201,20.91889566,18.77902917,22.44047109,17.69953387,15.54575545,19.0637792,164.2585539,96.7417201,505.9707754,390.5014006,231.0847114,61.31460825,1223.811427,995,arkansas,chicot,2017
21,244.6298803,84.97726206,170.3547891,34.4150737,52.36308208,24.34395905,44.98625187,45.56002018,0.153301477,0.227303181,0.418619317,0.572674293,0.486602142,0.361304678,0.146913128,0.113514243,3.425870054,5.397078378,14.36370008,22.24820496,17.6959238,10.34518165,3.144687669,1.897763975,19.70123272,27.46810267,52.60013514,67.95679872,61.36791955,47.93531669,22.85618804,17.22347357,14986.89519,15149.86914,15136.38715,15052.33231,15018.37972,15156.59569,14847.42484,14295.5427,14285.6848,14556.30695,14702.54219,14711.7129,14535.22694,14468.26041,14039.23708,13834.28109,49034.45921,51403.48693,51784.18321,50015.52013,46775.26699,42919.41099,39107.15845,36020.96734,388.8368732,389.9418327,369.309158,380.940703,380.9806926,364.2112041,284.4608889,241.8977156,24.87071659,29.12997969,31.24287044,31.27008289,28.86314559,29.20427492,22.25891468,15.3757658,13.06059639,17.65397112,20.71780757,21.06503885,18.07999272,16.3056492,9.238443532,2.761716365,21.7821382,20.17349179,18.97537123,14.00186612,14.39232815,9.924695985,10.66552549,16.94958371,157.2383898,289.0717504,436.2427369,274.6902474,139.9595632,61.0390398,1268.374699,1340,arkansas,clay,2017
